prompt,target
"jadi, apa biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"Cerita kan biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"Ceritakan biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
"Cerita singkat biografi Sultan Hasanuddin? Sultan Hasanuddin lahir di Makassar pada 12 Januari 1631. Dia lahir dari pasangan Sultan Malikussaid, Sultan Gowa ke-XV, dengan I Sabbe Lokmo Daeng Takuntu. Jiwa kepemimpinannya sudah menonjol sejak kecil. Selain dikenal sebagai sosok yang cerdas, dia juga pandai berdagang. Karena itulah dia memiliki jaringan dagang yang bagus hingga Makassar, bahkan dengan orang asing.

Hasanuddin kecil mendapat pendidikan keagamaan di Masjid Bontoala. Sejak kecil ia sering diajak ayahnya untuk menghadiri pertemuan penting, dengan harapan dia bisa menyerap ilmu diplomasi dan strategi perang. Beberapa kali dia dipercaya menjadi delegasi untuk mengirimkan pesan ke berbagai kerjaan.

Saat memasuki usia 21 tahun, Hasanuddin diamanatkan jabatan urusan pertahanan Gowa. Ada dua versi sejarah yang menjelaskan kapan dia diangkat menjadi raja, yaitu saat berusia 24 tahun atau pada 1655 atau saat dia berusia 22 tahun atau pada 1653. Terlepas dari perbedaan tahun, Sultan Malikussaid telah berwasiat supaya kerajaannya diteruskan oleh Hasanuddin.

Selain dari ayahnya, dia memperoleh bimbingan mengenai pemerintahan melalui Mangkubumi Kesultanan Gowa, Karaeng Pattingaloang. Sultan Hasanuddin merupakan guru dari Arung Palakka, salah satu Sultan Bone yang kelak akan berkongsi dengan Belanda untuk menjatuhkan Kesultanan Gowa.

Pada pertengahan abad ke-17, Kompeni Belanda (VOC) berusaha memonopoli perdagangan rempah-rempah di Maluku setelah berhasil mengadakan perhitungan dengan orang-orang Spanyol dan Portugis. Kompeni Belanda memaksa orang-orang negeri menjual dengan harga yang ditetapkan oleh mereka, selain itu Kompeni menyuruh tebang pohon pala dan cengkih di beberapa tempat, supaya rempah-rempah jangan terlalu banyak. Maka Sultan Hasanuddin menolak keras kehendak itu, sebab yang demikian adalah bertentangan dengan kehendak Allah katanya. Untuk itu Sultan Hasanuddin pernah mengucapkan kepada Kompeni ""marilah berniaga bersama-sama, mengadu untuk dengan serba kegiatan"". Tetapi Kompeni tidak mau, sebab dia telah melihat besarnya keuntungan di negeri ini, sedang Sultan Hasanuddin memandang bahwa cara yang demikian itu adalah kezaliman.

Pada tahun 1660, VOC Belanda menyerang Makassar, tetapi belum berhasil menundukkan Kesultanan Gowa. Tahun 1667, VOC Belanda di bawah pimpinan Cornelis Speelman beserta sekutunya kembali menyerang Makassar. Pertempuran berlangsung di mana-mana, hingga pada akhirnya Kesultanan Gowa terdesak dan makin lemah, sehingga dengan sangat terpaksa Sultan Hasanuddin menandatangani Perjanjian Bungaya pada tanggal 18 November 1667 di Bungaya. Gowa yang merasa dirugikan, mengadakan perlawanan lagi. Pertempuran kembali pecah pada Tahun 1669. Kompeni berhasil menguasai benteng terkuat Gowa yaitu Benteng Sombaopu pada tanggal 24 Juni 1669. Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 karena penyakit ari-ari.",sultan hasanuddin lahir di makassar pada 12 januari 1631.
Apa peristiwa penting dalam kehidupan Sultan Hasanuddin? Pada tahun 1667: Perjanjian Bongaya yang memaksa Gowa tunduk kepada Belanda.,pada tahun 1667 : perjanjian bongaya yang memaksa gowa tunduk kepada belanda.
"tempat Sultan Hasanuddin di makam? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"tempat Sultan Hasanuddin di makam kan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"pemakaman Sultan Hasanuddin? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Sultan Hasanuddin di makam kan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Sultan Hasanuddin di makam? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Di mana Sultan Hasanuddin di makam kan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"tempat Sultan Hasanuddin dimakam? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"tempat Sultan Hasanuddin dimakamkan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"pemakaman Sultan Hasanuddin? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Sultan Hasanuddin dimakamkan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Sultan Hasanuddin dimakam? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Di mana Sultan Hasanuddin dimakamkan? Sultan Hasanuddin dimakamkan di kompleks pemakaman raja-raja Gowa di Katangka, Kabupaten Gowa, Sulawesi Selatan. Lokasi ini merupakan tempat peristirahatan terakhir bagi banyak pemimpin dan bangsawan Kesultanan Gowa.","sultan hasanuddin dimakamkan di kompleks pemakaman raja - raja gowa di katangka, kabupaten gowa, sulawesi selatan."
"Kapan dan dimana Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"dimana Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Kapan dan dimana Sultan Hasanuddin meninggal? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Kapan dan dimana Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Kapan dan dimana Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Kapan dan dimana Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"tanggal berapa Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"saat kapan Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Sultan Hasanuddin wafat kapan? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"sejak kapan Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"Kapan Sultan Hasanuddin wafat? Sultan Hasanuddin wafat pada tanggal 12 Juni 1670 di Gowa, Sulawesi Selatan. Meskipun telah tiada, perjuangannya melawan kolonialisme Belanda dikenang sepanjang sejarah Indonesia, dan ia diangkat sebagai Pahlawan Nasional.","sultan hasanuddin wafat pada tanggal 12 juni 1670 di gowa, sulawesi selatan."
"ibu Sultan Hasanuddin? Sultan Hasanuddin adalah anak dari Sultan Malikussaid dan I Sabbe Lokmo Daeng Takuntu. Ibu Hasanuddin, I Sabbe Lokmo Daeng Takuntu, dikenal sebagai seorang bangsawan dari Gowa yang berperan penting dalam kehidupan keluarga kerajaan.","ibu hasanuddin, i sabbe lokmo daeng takuntu"
"Siapa ibu Sultan Hasanuddin? Sultan Hasanuddin adalah anak dari Sultan Malikussaid dan I Sabbe Lokmo Daeng Takuntu. Ibu Hasanuddin, I Sabbe Lokmo Daeng Takuntu, dikenal sebagai seorang bangsawan dari Gowa yang berperan penting dalam kehidupan keluarga kerajaan.","ibu hasanuddin, i sabbe lokmo daeng takuntu"
"ayah Sultan Hasanuddin? Sultan Hasanuddin adalah putra dari Sultan Malikussaid, yang merupakan Sultan Gowa ke-15. Sultan Malikussaid memerintah Kesultanan Gowa sebelum digantikan oleh putranya, Hasanuddin, yang kemudian dikenal sebagai pahlawan nasional karena perjuangannya melawan penjajahan Belanda.","sultan hasanuddin adalah putra dari sultan malikussaid, yang merupakan sultan gowa ke - 15."
"Siapa ayah Sultan Hasanuddin? Sultan Hasanuddin adalah putra dari Sultan Malikussaid, yang merupakan Sultan Gowa ke-15. Sultan Malikussaid memerintah Kesultanan Gowa sebelum digantikan oleh putranya, Hasanuddin, yang kemudian dikenal sebagai pahlawan nasional karena perjuangannya melawan penjajahan Belanda.","sultan hasanuddin adalah putra dari sultan malikussaid, yang merupakan sultan gowa ke - 15."
"peran Sultan Hasanuddin dalam melawan VOC? Sultan Hasanuddin memimpin Kesultanan Gowa dalam perang melawan VOC yang berusaha menguasai wilayah Sulawesi Selatan. Ia memimpin perlawanan besar, yang dikenal dengan Perang Makassar, yang terjadi antara tahun 1666 hingga 1669.",sultan hasanuddin memimpin kesultanan gowa dalam perang melawan voc yang berusaha menguasai wilayah sulawesi selatan.
"Sultan Hasanuddin melawan VOC? Sultan Hasanuddin memimpin Kesultanan Gowa dalam perang melawan VOC yang berusaha menguasai wilayah Sulawesi Selatan. Ia memimpin perlawanan besar, yang dikenal dengan Perang Makassar, yang terjadi antara tahun 1666 hingga 1669.",sultan hasanuddin memimpin kesultanan gowa dalam perang melawan voc yang berusaha menguasai wilayah sulawesi selatan.
"peran Sultan Hasanuddin lawan VOC? Sultan Hasanuddin memimpin Kesultanan Gowa dalam perang melawan VOC yang berusaha menguasai wilayah Sulawesi Selatan. Ia memimpin perlawanan besar, yang dikenal dengan Perang Makassar, yang terjadi antara tahun 1666 hingga 1669.",sultan hasanuddin memimpin kesultanan gowa dalam perang melawan voc yang berusaha menguasai wilayah sulawesi selatan.
"Sultan Hasanuddin dalam lawan VOC? Sultan Hasanuddin memimpin Kesultanan Gowa dalam perang melawan VOC yang berusaha menguasai wilayah Sulawesi Selatan. Ia memimpin perlawanan besar, yang dikenal dengan Perang Makassar, yang terjadi antara tahun 1666 hingga 1669.",sultan hasanuddin memimpin kesultanan gowa dalam perang melawan voc yang berusaha menguasai wilayah sulawesi selatan.
"Apa peran Sultan Hasanuddin dalam melawan VOC? Sultan Hasanuddin memimpin Kesultanan Gowa dalam perang melawan VOC yang berusaha menguasai wilayah Sulawesi Selatan. Ia memimpin perlawanan besar, yang dikenal dengan Perang Makassar, yang terjadi antara tahun 1666 hingga 1669.",sultan hasanuddin memimpin kesultanan gowa dalam perang melawan voc yang berusaha menguasai wilayah sulawesi selatan.
"Bagaimana latar belakang keluarga Sultan Hasanuddin Sultan Hasanuddin lahir dari keluarga kerajaan yang kuat dan terpandang. Ayahnya, Sultan Malikussaid, adalah Sultan Gowa yang bijaksana dan berpengaruh, sedangkan ibunya, I Sabbe Lokmo Daeng Takuntu, merupakan bangsawan dari kalangan elit Gowa. Keluarga ini dikenal memiliki jiwa kepemimpinan dan patriotisme yang tinggi.","sultan hasanuddin lahir dari keluarga kerajaan yang kuat dan terpandang. ayahnya, sultan malikussaid, adalah sultan gowa yang bijaksana dan berpengaruh, sedangkan ibunya, i sabbe lokmo daeng takuntu, merupakan bangsawan dari kalangan elit gowa."
"Apa peran ayah Sultan Hasanuddin dalam Kesultanan Gowa? Ayah Sultan Hasanuddin, Sultan Malikussaid, adalah Sultan Gowa ke-15. Ia memperkuat Kesultanan Gowa dan menjalin aliansi dengan beberapa kerajaan di Nusantara untuk melawan pengaruh kolonialisme Belanda. Setelah wafatnya, Hasanuddin melanjutkan kepemimpinan dan perlawanan melawan VOC.",memperkuat kesultanan gowa dan menjalin aliansi dengan beberapa kerajaan di nusantara untuk melawan pengaruh kolonialisme belanda.
"Bagaimana perjalanan studi Syekh Yusuf ? Pada tahun 1644, Syech Yusuf menunaikan ibadah haji dan tinggal di Mekkah untuk beberapa lama, dimana Ia belajar kepada ulama terkemuka di Mekkah dan Madina Syekh Yusuf juga sempat mencari ilmu ke Yaman, berguru pada Syekh Abdullah Muhammad bin Abd Al-Baqi, dan ke Damaskus untuk berguru pada Syekh Abu Al-Barakat Ayyub bin Ahmad bin Ayyub Al-Khalwati Al-Quraisyi. Syech Yusuf mempelajari Islam sekitar 20 tahun di Timur Tengah.","pada tahun 1644, syech yusuf menunaikan ibadah haji dan tinggal di mekkah untuk beberapa lama, dimana ia belajar kepada ulama terkemuka di mekkah dan madina syekh yusuf juga sempat mencari ilmu ke yaman, berguru pada syekh abdullah muhammad bin abd al - baqi, dan ke damaskus untuk berguru pada syekh abu al - barakat ayyub bin ahmad bin ayyub al - khalwati al - quraisyi."
"Apa yang menyebabkan terjadinya Perjanjian Bungaya? Perjanjian Bungaya terjadi sebagai hasil dari konflik panjang antara Kerajaan Gowa dan VOC Belanda. VOC berupaya menguasai perdagangan rempah-rempah di Indonesia timur dan melihat Makassar sebagai pusat perdagangan bebas yang menghambat monopoli mereka. Setelah serangkaian pertempuran sengit, termasuk serangan besar-besaran oleh VOC yang dibantu sekutu lokalnya, Kerajaan Gowa berada dalam posisi lemah dan terpaksa menandatangani perjanjian ini.",perjanjian bungaya terjadi sebagai hasil dari konflik panjang antara kerajaan gowa dan voc belanda
